 [Arbre et falaise aux Tuaires. 1841] : [photographie] / Joseph Philibert Girault de Prangey# Girault de Prangey , Philibert-Joseph (1804-1892). Photographe Ne voir que les résultats de cet auteur# 1841# Girault de Prangey , Philibert-Joseph (1804-1892) -- Résidences et lieux familiers Relancer la recherche sur ce sujet dans Gallica# Jardins Relancer la recherche sur ce sujet dans Gallica# Courcelles-Val-d'Esnoms (Haute-Marne) Relancer la recherche sur ce sujet dans Gallica# Paysages -- 1800-1869# image fixe# image# still image# domaine public# public domain# ark:/12148/btv1b6903319x# Bibliothèque nationale de France, Rés. Eg5-740# http://catalogue.bnf.fr/ark:/12148/cb403312592# Bibliothèque nationale de France# 28/09/2009#1 photogr. pos. directe sur cuivre argenté : daguerréotype, n. et b. ; ov. 10,5 x 8,2 cm (im.), 18 x 15 cm (sous-verre)#image/jpeg
 Liban. Les cèdres : [photographie] / Joseph Philibert Girault de Prangey# Girault de Prangey , Philibert-Joseph (1804-1892). Photographe Ne voir que les résultats de cet auteur# 1844# Cèdres -- Liban Relancer la recherche sur ce sujet dans Gallica# Représentations végétales -- 1800-1869# image fixe# image# still image# domaine public# public domain# ark:/12148/btv1b69028719# Bibliothèque nationale de France, département Estampes et photographie, EST RESERVE EG2-834# http://catalogue.bnf.fr/ark:/12148/cb40334796c# Bibliothèque nationale de France# 01/02/2010#1 photogr. pos. directe sur cuivre argenté : daguerréotype, n. et b. ; 5,2 x 8,7 cm (im.), 6 x 9,5 cm (sous-verre)#image/jpeg#Collectionneur : Simony, Charles de (Cte Anne Marie Charles de)
 Dendérah. Palmiers Doûme : [photographie] / Joseph Philibert Girault de Prangey# Girault de Prangey , Philibert-Joseph (1804-1892). Photographe Ne voir que les résultats de cet auteur# 1842-1844# Palmiers -- Égypte Relancer la recherche sur ce sujet dans Gallica# Représentations végétales -- 1800-1869# image fixe# image# still image# photographie# photograph# domaine public# public domain# ark:/12148/btv1b69028111# Bibliothèque nationale de France, département Estampes et photographie, EST RESERVE EG2-773# http://catalogue.bnf.fr/ark:/12148/cb403346545# Bibliothèque nationale de France# 01/08/2008#1 photogr. pos. directe sur cuivre argenté : daguerréotype, n. et b. ; 7,2 x 8,5 cm (im.), 8 x 9,5 cm (sous-verre)#image/jpeg#Ancien possesseur : Simony, Charles de (Cte Anne Marie Charles de)
 [Chalet en bois du domaine des Tuaires] : [photographie] / Joseph Philibert Girault de Prangey# Girault de Prangey , Philibert-Joseph (1804-1892). Photographe Ne voir que les résultats de cet auteur# 1841-1848# Girault de Prangey , Philibert-Joseph (1804-1892) -- Résidences et lieux familiers Relancer la recherche sur ce sujet dans Gallica# Chalets -- France -- Courcelles-Val-d'Esnoms (Haute-Marne) Relancer la recherche sur ce sujet dans Gallica# Paysages -- 1800-1869# image fixe# image# still image# domaine public# public domain# ark:/12148/btv1b69033173# Bibliothèque nationale de France, Rés. Eg5-738# http://catalogue.bnf.fr/ark:/12148/cb40331257c# Bibliothèque nationale de France# 28/09/2009#1 photogr. pos. directe sur cuivre argenté : daguerréotype, n. et b. ; 5,5 x 7 cm (im.), 15 x 18 cm (sous-verre)#image/jpeg
 Assouan. Jeune Nubienne. 226 : [photographie] / Joseph Philibert Girault de Prangey# Girault de Prangey , Philibert-Joseph (1804-1892). Photographe Ne voir que les résultats de cet auteur# 1844# Adolescentes -- Basse-Nubie (Égypte) Relancer la recherche sur ce sujet dans Gallica# Portraits de plein air -- 1800-1869# image fixe# image# still image# domaine public# public domain# ark:/12148/btv1b69027924# Bibliothèque nationale de France, département Estampes et photographie, EST RESERVE EG2-706# http://catalogue.bnf.fr/ark:/12148/cb403309541# Bibliothèque nationale de France# 01/02/2010#1 photogr. pos. directe sur cuivre argenté : daguerréotype, n. et b. ; 8 x 9,5 cm (im.), 8 x 9,5 cm (sous-verre)#image/jpeg#Référence bibliographique : cat. 284
 Tripoli. La ville : [photographie] / Joseph Philibert Girault de Prangey# Girault de Prangey , Philibert-Joseph (1804-1892). Photographe Ne voir que les résultats de cet auteur# 1842-1844# Tripoli (Liban) -- Vues générales Relancer la recherche sur ce sujet dans Gallica# Paysages urbains -- 1800-1869# image fixe# image# still image# photographie# photograph# domaine public# public domain# ark:/12148/btv1b6902874j# Bibliothèque nationale de France, département Estampes et photographie, EST RESERVE EG2-837# http://catalogue.bnf.fr/ark:/12148/cb40334799d# Bibliothèque nationale de France# 01/02/2010#1 photogr. pos. directe sur cuivre argenté : daguerréotype, n. et b. ; 7 x 8,5 cm (im.), 7,9 x 9,5 cm (sous-verre)#image/jpeg#Ancien possesseur : Simony, Charles de (Cte Anne Marie Charles de)
 [Autoportrait présumé] : [photographie] / Joseph-Philibert Girault de Prangey# Girault de Prangey , Philibert-Joseph (1804-1892). Photographe Ne voir que les résultats de cet auteur# 1840# Girault de Prangey , Philibert-Joseph (1804-1892) -- Autoportraits Relancer la recherche sur ce sujet dans Gallica# Portraits d'intérieur -- 1800-1869# Portraits -- 1800-1869# image fixe# image# still image# domaine public# public domain# ark:/12148/btv1b6903022c# Bibliothèque nationale de France, département Estampes et photographie, EST RESERVE EG3-733# http://catalogue.bnf.fr/ark:/12148/cb40331165q# Bibliothèque nationale de France# 01/02/2010#1 photogr. pos. directe sur cuivre argenté : daguerréotype, n. et b. ; 12 x 9,5 cm (im.), 12 x 9,5 cm (sous-verre)#image/jpeg#Référence bibliographique : p. 8
 Rosette. 1842. Maison. 149 : [photographie] / Joseph Philibert Girault de Prangey# Girault de Prangey , Philibert-Joseph (1804-1892). Photographe Ne voir que les résultats de cet auteur# 1842# Habitations en brique -- Égypte Relancer la recherche sur ce sujet dans Gallica# Habitations -- Égypte -- Rosette (Égypte) Relancer la recherche sur ce sujet dans Gallica# Moucharabiehs -- Égypte Relancer la recherche sur ce sujet dans Gallica# Vues d'architecture -- 1800-1869# image fixe# image# still image# domaine public# public domain# ark:/12148/btv1b6903467b# Bibliothèque nationale de France, Rés. Eg7-743# http://catalogue.bnf.fr/ark:/12148/cb40331748s# Bibliothèque nationale de France# 09/05/2011#1 photogr. pos. directe sur cuivre argenté : daguerréotype, n. et b. ; 23,5 x 18 cm (im.), 24 x 18,5 cm (sous-verre)#image/jpeg#Référence bibliographique : cat. 286
 Milet. 1843. Théâtre : [photographie] / Joseph Philibert Girault de Prangey# Girault de Prangey , Philibert-Joseph (1804-1892). Photographe Ne voir que les résultats de cet auteur# 1843# Théâtres antiques Relancer la recherche sur ce sujet dans Gallica# Villes disparues, en ruine, etc. Relancer la recherche sur ce sujet dans Gallica# Milet (ville ancienne) -- Théâtre Relancer la recherche sur ce sujet dans Gallica# Paysages -- 1800-1869# image fixe# image# still image# domaine public# public domain# ark:/12148/btv1b6903468r# Bibliothèque nationale de France, Rés. Eg7-744# http://catalogue.bnf.fr/ark:/12148/cb403317494# Bibliothèque nationale de France# 09/05/2011#1 photogr. pos. directe sur cuivre argenté : daguerréotype, n. et b. ; 9 x 23,5 cm (im.), 9,5 x 24 cm (sous-verre)#image/jpeg#Ancien possesseur : Simony, Charles de (Cte Anne Marie Charles de)
 Djebel Selseleh. Temple. 246 : [photographie] / Joseph Philibert Girault de Prangey# Girault de Prangey , Philibert-Joseph (1804-1892). Photographe Ne voir que les résultats de cet auteur# 1842-1843# Sites archéologiques -- Égypte Relancer la recherche sur ce sujet dans Gallica# Temples égyptiens Relancer la recherche sur ce sujet dans Gallica# Silsilèh, Djebel (Égypte) Relancer la recherche sur ce sujet dans Gallica# Paysages -- 1800-1869# image fixe# image# still image# domaine public# public domain# ark:/12148/btv1b6902795c# Bibliothèque nationale de France, département Estampes et photographie, EST RESERVE EG2-709# http://catalogue.bnf.fr/ark:/12148/cb40330971m# Bibliothèque nationale de France# 01/02/2010#1 photogr. pos. directe sur cuivre argenté : daguerréotype, n. et b. ; 8 x 9,5 cm (im.), 8 x 9,5 cm (sous-verre)#image/jpeg
 Scutari. Rue montante : [photographie] / Joseph Philibert Girault de Prangey# Girault de Prangey , Philibert-Joseph (1804-1892). Photographe Ne voir que les résultats de cet auteur# 1842-1844# Istanbul (Turquie) -- Üsküdar Relancer la recherche sur ce sujet dans Gallica# Paysages urbains -- 1800-1869# image fixe# image# still image# sans contenu linguistique# domaine public# public domain# ark:/12148/btv1b55000536h# Bibliothèque nationale de France, département Estampes et photographie, RESERVEEG2-871# http://catalogue.bnf.fr/ark:/12148/cb414098580# Bibliothèque nationale de France# 16/11/2011#1 photogr. pos. directe sur cuivre argenté : daguerréotype, n. et b. ; 8,2 x 9,5 cm#image/jpeg#Collectionneur : Jammes, André (1927-....)#Collectionneur : Jammes, Marie-Thérèse#Collectionneur : Simony, Charles de (Cte Anne Marie Charles de)
 Kaire. Matelot. 224 : [photographie] / Joseph Philibert Girault de Prangey# Girault de Prangey , Philibert-Joseph (1804-1892). Photographe Ne voir que les résultats de cet auteur# 1843-1844# Marins -- Égypte -- Le Caire (Égypte) Relancer la recherche sur ce sujet dans Gallica# Portraits de plein air -- 1800-1869# image fixe# image# still image# domaine public# public domain# ark:/12148/btv1b6902791q# Bibliothèque nationale de France, département Estampes et photographie, EST RESERVE EG2-705# http://catalogue.bnf.fr/ark:/12148/cb403309510# Bibliothèque nationale de France# 01/02/2010#1 photogr. pos. directe sur cuivre argenté : daguerréotype, n. et b. ; 9,5 x 8 cm (im.), 9,5 x 8 cm (sous-verre)#image/jpeg#Référence bibliographique : cat 283
 Liban. Les cèdres : [photographie] / Joseph Philibert Girault de Prangey# Girault de Prangey , Philibert-Joseph (1804-1892). Photographe Ne voir que les résultats de cet auteur# 1842-1844# Cèdres -- Liban Relancer la recherche sur ce sujet dans Gallica# Représentations végétales -- 1800-1869# image fixe# image# still image# photographie# photograph# domaine public# public domain# ark:/12148/btv1b6902870w# Bibliothèque nationale de France, département Estampes et photographie, EST RESERVE EG2-833# http://catalogue.bnf.fr/ark:/12148/cb403347951# Bibliothèque nationale de France# 01/02/2010#1 photogr. pos. directe sur cuivre argenté : daguerréotype, n. et b. ; 8,5 x 7,3 cm (im.), 9,5 x 8,4 cm (sous-verre)#image/jpeg#Ancien possesseur : Simony, Charles de (Cte Anne Marie Charles de)
 Assouan. 1ère cataracte : [photographie] / Joseph Philibert Girault de Prangey# Girault de Prangey , Philibert-Joseph (1804-1892). Photographe Ne voir que les résultats de cet auteur# 1842-1844# Chutes d'eau -- Égypte Relancer la recherche sur ce sujet dans Gallica# Assouan (Égypte) Relancer la recherche sur ce sujet dans Gallica# Paysages -- 1800-1869# image fixe# image# still image# domaine public# public domain# ark:/12148/btv1b6902793j# Bibliothèque nationale de France, département Estampes et photographie, EST RESERVE EG2-707# http://catalogue.bnf.fr/ark:/12148/cb40330955c# Bibliothèque nationale de France# 01/02/2010#1 photogr. pos. directe sur cuivre argenté : daguerréotype, n. et b. ; 8 x 9,5 cm (im.), 8 x 9,5 cm (sous-verre)#image/jpeg#Ancien possesseur : Simony, Charles de (Cte Anne Marie Charles de)
 [Alexandrie. Datiers. 1842. (24)] : [photographie] / Joseph-Philibert Girault de Prangey# Girault de Prangey , Philibert-Joseph (1804-1892). Photographe Ne voir que les résultats de cet auteur# 1842# Dattier -- Égypte -- Alexandrie (Égypte) Relancer la recherche sur ce sujet dans Gallica# Représentations végétales -- 1800-1869# image fixe# image# still image# domaine public# public domain# ark:/12148/btv1b6902784k# Bibliothèque nationale de France, département Estampes et photographie, EST RESERVE EG2-698# http://catalogue.bnf.fr/ark:/12148/cb403308495# Bibliothèque nationale de France# 01/02/2010#1 photogr. pos. directe sur cuivre argenté : daguerréotype, n. et b. ; 9,5 x 8 cm (im.), 9,5 x 8 cm (sous-verre)#image/jpeg#Référence bibliographique : cat. 19
 [Jardin des Tuaires. 1848] : [photographie] / Joseph Philibert Girault de Prangey# Girault de Prangey , Philibert-Joseph (1804-1892). Photographe Ne voir que les résultats de cet auteur# 1848# Girault de Prangey , Philibert-Joseph (1804-1892) -- Résidences et lieux familiers Relancer la recherche sur ce sujet dans Gallica# Jardins Relancer la recherche sur ce sujet dans Gallica# Courcelles-Val-d'Esnoms (Haute-Marne) Relancer la recherche sur ce sujet dans Gallica# Paysages -- 1800-1869# image fixe# image# still image# domaine public# public domain# ark:/12148/btv1b6903318h# Bibliothèque nationale de France, Rés. Eg5-739# http://catalogue.bnf.fr/ark:/12148/cb40331258q# Bibliothèque nationale de France# 28/09/2009#1 photogr. pos. directe sur cuivre argenté : daguerréotype, n. et b. ; 9 x 11 cm (im.), 15 x 18 cm (sous-verre)#image/jpeg
 Dendérah. P. Doûmes. Dét. : [photographie] / Joseph Philibert Girault de Prangey# Girault de Prangey , Philibert-Joseph (1804-1892). Photographe Ne voir que les résultats de cet auteur# 1842-1844# Palmiers -- Égypte Relancer la recherche sur ce sujet dans Gallica# Représentations végétales -- 1800-1869# image fixe# image# still image# photographie# photograph# domaine public# public domain# ark:/12148/btv1b6902812f# Bibliothèque nationale de France, département Estampes et photographie, EST RESERVE EG2-774# http://catalogue.bnf.fr/ark:/12148/cb40334656v# Bibliothèque nationale de France# 01/08/2008#1 photogr. pos. directe sur cuivre argenté : daguerréotype, n. et b. ; 8,5 x 7 cm (im.), 9,5 x 8 cm (sous-verre)#image/jpeg#Ancien possesseur : Simony, Charles de (Cte Anne Marie Charles de)
 Syra. 1843 : [photographie] / Joseph Philibert Girault de Prangey# Girault de Prangey , Philibert-Joseph (1804-1892). Photographe Ne voir que les résultats de cet auteur# 1843# Moulins à vent Relancer la recherche sur ce sujet dans Gallica# Habitations Relancer la recherche sur ce sujet dans Gallica# Littoraux Relancer la recherche sur ce sujet dans Gallica# Montagnes Relancer la recherche sur ce sujet dans Gallica# Sýros (Grèce ; île) Relancer la recherche sur ce sujet dans Gallica# Ermoupolis (Grèce) -- Vues générales Relancer la recherche sur ce sujet dans Gallica# Paysages -- 1800-1869# image fixe# image# still image# domaine public# public domain# ark:/12148/btv1b6903475w# Bibliothèque nationale de France, Rés. Eg7-751# http://catalogue.bnf.fr/ark:/12148/cb40331819g# Bibliothèque nationale de France# 09/05/2011#1 photogr. pos. directe sur cuivre argenté : daguerréotype, n. et b. ; 9 x 23,5 cm (im.), 9,5 x 24 cm (sous-verre)#image/jpeg#Ancien possesseur : Simony, Charles de (Cte Anne Marie Charles de)
 Jaffa. Arbre [et homme debout] : [photographie] / Joseph Philibert Girault de Prangey# Girault de Prangey , Philibert-Joseph (1804-1892). Photographe Ne voir que les résultats de cet auteur# 1842-1844# Arbres -- Israël Relancer la recherche sur ce sujet dans Gallica# Tel-Aviv (Israël) Relancer la recherche sur ce sujet dans Gallica# Paysages -- 1800-1869# image fixe# image# still image# domaine public# public domain# ark:/12148/btv1b6903018g# Bibliothèque nationale de France, département Estampes et photographie, EST RESERVE EG3-729# http://catalogue.bnf.fr/ark:/12148/cb40331111s# Bibliothèque nationale de France# 01/02/2010#1 photogr. pos. directe sur cuivre argenté : daguerréotype, n. et b. ; 9,5 x 12 cm (im.), 9,5 x 12 cm (sous-verre)#image/jpeg#Ancien possesseur : Simony, Charles de (Cte Anne Marie Charles de)
 Jérusalem. Mendiant : [photographie] / Joseph Philibert Girault de Prangey# Girault de Prangey , Philibert-Joseph (1804-1892). Photographe Ne voir que les résultats de cet auteur# 1842-1844# image fixe# image# still image# domaine public# public domain# ark:/12148/btv1b6902824n# Bibliothèque nationale de France, département Estampes et photographie, EST RESERVE EG2-786# http://catalogue.bnf.fr/ark:/12148/cb403347266# Bibliothèque nationale de France# 01/08/2008#1 photogr. pos. directe sur cuivre argenté : daguerréotype, n. et b. ; 8,5 x 7,2 cm (im.), 9,5 x 8 cm (sous-verre)#image/jpeg#Nombre total de vues : 1#Ancien possesseur : Simony, Charles de (Cte Anne Marie Charles de). Ancien possesseur#Appartient à l’ensemble documentaire : BbLevt0
 Paris. 1841. Etude de plantes : [photographie] / Joseph Philibert Girault de Prangey# Girault de Prangey , Philibert-Joseph (1804-1892). Photographe Ne voir que les résultats de cet auteur# 1841# Vénus de Médicis (sculpture) Relancer la recherche sur ce sujet dans Gallica# Statues Relancer la recherche sur ce sujet dans Gallica# Plantes Relancer la recherche sur ce sujet dans Gallica# Paysages -- 1800-1869 Relancer la recherche sur ce sujet dans Gallica# image fixe# image# still image# photographie# photograph# domaine public# public domain# ark:/12148/btv1b55000539v# Bibliothèque nationale de France, département Estampes et photographie, RESERVEEG7-868# http://catalogue.bnf.fr/ark:/12148/cb414108283# Bibliothèque nationale de France# 16/11/2011#1 photogr. pos. directe sur cuivre argenté : daguerréotype, n. et b. ; 18,8 x 24,1 cm#image/jpeg#Nombre total de vues : 2
 [Villa des Tuaires] : [photographie] / Joseph Philibert Girault de Prangey# Girault de Prangey , Philibert-Joseph (1804-1892). Photographe Ne voir que les résultats de cet auteur# 1841# Girault de Prangey , Philibert-Joseph (1804-1892) -- Résidences et lieux familiers Relancer la recherche sur ce sujet dans Gallica# Villas -- Courcelles-Val-d'Esnoms (Haute-Marne) Relancer la recherche sur ce sujet dans Gallica# Paysages -- 1800-1869# image fixe# image# still image# sans contenu linguistique# domaine public# public domain# ark:/12148/btv1b550005441# Bibliothèque nationale de France, département Estampes et photographie, RESERVEEG2-870# http://catalogue.bnf.fr/ark:/12148/cb414097879# Bibliothèque nationale de France# 16/11/2011#1 photogr. pos. directe sur cuivre argenté : daguerréotype, n. et b. ; 8,2 x 9,5 cm#image/jpeg#Collectionneur : Jammes, André (1927-....)#Collectionneur : Jammes, Marie-Thérèse#Collectionneur : Simony, Charles de (Cte Anne Marie Charles de)
 Vieux Kaire. M. Amr. Angle N.O. : [photographie] / Joseph Philibert Girault de Prangey# Girault de Prangey , Philibert-Joseph (1804-1892). Photographe Ne voir que les résultats de cet auteur# 1842-1844# image fixe# image# still image# photographie# photograph# domaine public# public domain# ark:/12148/btv1b69028074# Bibliothèque nationale de France, département Estampes et photographie, EST RESERVE EG2-769# http://catalogue.bnf.fr/ark:/12148/cb40334635w# Bibliothèque nationale de France# 01/08/2008#1 photogr. pos. directe sur cuivre argenté : daguerréotype, n. et b. ; 8,5 x 7,2 cm (im.), 9,5 x 8 cm (sous-verre)#image/jpeg#Ancien possesseur : Simony, Charles de (Cte Anne Marie Charles de)
